landmark_id,hierarchical_label,natural_or_human_made
24240,castle / fort,human-made
24242,castle / fort,human-made
24243,archeological site,human-made
24244,sports venue,human-made
24245,mosque,human-made
24246,museum,human-made
24249,river,natural
24251,church,human-made
24253,dam,human-made
24254,parks,natural
24255,island,natural
24258,bridge,human-made
24259,church,human-made
24260,parks,natural
24263,church,human-made
24264,square,human-made
24265,church,human-made
24267,church,human-made
24268,library,human-made
24271,church,human-made
24272,zoo,human-made
24275,castle / fort,human-made
24276,museum,human-made
24279,lake,natural
24280,mountain,natural
24282,castle / fort,human-made
24285,church,human-made
24287,castle / fort,human-made
24288,church,human-made
24290,church,human-made
24291,parks,natural
24293,house,human-made
24294,dam,human-made
24296,monastery,human-made
24298,harbor,human-made
24304,mountain,natural
24305,church,human-made
24307,bridge,human-made
24310,museum,human-made
24313,parks,natural
24314,dam,human-made
24316,museum,human-made
24317,church,human-made
24318,monastery,human-made
24319,mountain,natural
24321,rail transportation,human-made
24322,house,human-made
24323,government building,human-made
24324,city,human-made
24326,parks,natural
24328,lake,natural
24333,lake,natural
24334,lake,natural
24336,church,human-made
24337,church,human-made
24347,skyscraper,human-made
24348,museum,human-made
24356,bridge,human-made
24357,church,human-made
24359,synagogue,human-made
24360,museum,human-made
24361,island,natural
24362,church,human-made
24363,church,human-made
24364,church,human-made
24367,mosque,human-made
24370,church,human-made
24371,mountain,natural
24375,museum,human-made
24376,house,human-made
24377,church,human-made
24380,church,human-made
24381,mountain,natural
24382,harbor,human-made
24383,bridge,human-made
24384,church,human-made
24385,tower,human-made
24389,island,natural
24390,tower,human-made
24395,canal,natural
24398,aqueduct,human-made
24399,mountain,natural
24402,lake,natural
24404,church,human-made
24405,castle / fort,human-made
24410,parks,natural
24411,dam,human-made
24420,zoo,human-made
24422,museum,human-made
24423,church,human-made
24425,church,human-made
24426,sports venue,human-made
24427,bridge,human-made
24430,parks,natural
24431,castle / fort,human-made
24433,hotel,human-made
24437,observatory,human-made
24438,church,human-made
24440,hindu temple,human-made
24441,castle / fort,human-made
24442,cave,natural
24443,cave,natural
24445,museum,human-made
24446,museum,human-made
24448,church,human-made
24449,church,human-made
24452,trail,natural
24455,museum,human-made
24458,volcano,natural
24461,church,human-made
24464,museum,human-made
24465,cemetery,human-made
24467,church,human-made
24470,cemetery,human-made
24471,monastery,human-made
24472,river,natural
24476,mountain,natural
24479,monastery,human-made
24480,church,human-made
24481,village,human-made
24483,bridge,human-made
24487,lake,natural
24488,mountain,natural
24491,museum,human-made
24492,house,human-made
24493,mountain,natural
24496,river,natural
24497,museum,human-made
24500,archeological site,human-made
24501,festival,human-made
24502,ruins,human-made
24504,square,human-made
24505,library,human-made
24508,factory,human-made
24509,church,human-made
24511,parks,natural
24513,river,natural
24514,church,human-made
24515,market,human-made
24516,mountain,natural
24518,lake,natural
24522,parks,natural
24523,parks,natural
24524,mountain,natural
24525,church,human-made
24526,archeological site,human-made
24528,city,human-made
24529,parks,natural
24530,church,human-made
24531,tree,natural
24532,library,human-made
24534,church,human-made
24535,mountain,natural
24536,house,human-made
24537,canal,natural
24538,museum,human-made
24540,ocean area ,natural
24541,parks,natural
24544,church,human-made
24545,church,human-made
24547,harbor,human-made
24548,castle / fort,human-made
24549,mosque,human-made
24555,festival,human-made
24556,ocean area ,natural
24558,church,human-made
24559,castle / fort,human-made
24560,house,human-made
24561,lighthouse,human-made
24564,sculpture,human-made
24565,cave,natural
24566,hotel,human-made
24568,lake,natural
24570,sculpture,human-made
24571,sports venue,human-made
24572,palace,human-made
24573,cemetery,human-made
24574,lighthouse,human-made
24577,house,human-made
24579,rail transportation,human-made
24583,garden,natural
24584,buddhist temple,human-made
24585,lighthouse,human-made
24587,parks,natural
24588,church,human-made
24589,dam,human-made
24592,church,human-made
24593,parks,natural
24594,parks,natural
24595,church,human-made
24596,lake,natural
24598,mountain,natural
24599,castle / fort,human-made
24600,church,human-made
24601,church,human-made
24602,mountain,natural
24603,church,human-made
24604,river,natural
24605,mountain,natural
24606,church,human-made
24607,cave,natural
24609,volcano,natural
24613,castle / fort,human-made
24617,lake,natural
24619,cemetery,human-made
24620,square,human-made
24622,government building,human-made
24623,museum,human-made
24624,monastery,human-made
24625,castle / fort,human-made
24626,palace,human-made
24628,lake,natural
24634,bridge,human-made
24635,church,human-made
24638,mountain,natural
24640,church,human-made
24641,castle / fort,human-made
24643,settlement,human-made
24646,church,human-made
24647,church,human-made
24649,restaurant,human-made
24651,church,human-made
24653,mountain,natural
24654,agricultural land,natural
24655,theatre,human-made
24656,castle / fort,human-made
24657,dam,human-made
24659,river,natural
24661,church,human-made
24664,castle / fort,human-made
24665,monastery,human-made
24668,parks,natural
24669,church,human-made
24673,mountain,natural
24674,bridge,human-made
24675,bridge,human-made
24676,parks,natural
24677,beach,natural
24679,church,human-made
24681,observatory,human-made
24683,mountain,natural
24684,church,human-made
24686,church,human-made
24687,castle / fort,human-made
24688,museum,human-made
24689,church,human-made
24690,skyscraper,human-made
24691,zoo,human-made
24692,castle / fort,human-made
24693,parks,natural
24695,shopping,human-made
24696,lake,natural
24697,sports venue,human-made
24698,synagogue,human-made
24702,monastery,human-made
24703,castle / fort,human-made
24706,church,human-made
24707,monastery,human-made
24708,mountain,natural
24709,church,human-made
24710,windmill,human-made
24711,castle / fort,human-made
24712,church,human-made
24713,fountain,human-made
24715,mountain,natural
24716,road,human-made
24720,island,natural
24721,river,natural
24722,house,human-made
24723,mountain,natural
24724,school,human-made
24725,church,human-made
24726,church,human-made
24728,church,human-made
24729,government building,human-made
24731,sports venue,human-made
24735,city,human-made
24737,church,human-made
24738,sculpture,human-made
24739,shinto shrine,human-made
24741,lake,natural
24742,house,human-made
24744,library,human-made
24745,lighthouse,human-made
24747,mountain,natural
24748,ocean area ,natural
24749,bridge,human-made
24750,church,human-made
24751,church,human-made
24752,square,human-made
24753,ruins,human-made
24756,lighthouse,human-made
24757,parks,natural
24761,lake,natural
24763,church,human-made
24764,dam,human-made
24765,museum,human-made
24766,museum,human-made
24767,parks,natural
24768,city,human-made
24769,mountain,natural
24770,castle / fort,human-made
24771,island,natural
24772,church,human-made
24774,river,natural
24775,library,human-made
24776,volcano,natural
24777,monastery,human-made
24779,castle / fort,human-made
24780,museum,human-made
24781,castle / fort,human-made
24782,square,human-made
24784,parks,natural
24785,river,natural
24786,city,human-made
24789,hotel,human-made
24791,shopping,human-made
24792,castle / fort,human-made
24794,castle / fort,human-made
24795,parks,natural
24798,parks,natural
24802,library,human-made
24803,church,human-made
24805,museum,human-made
24806,lake,natural
24808,museum,human-made
24809,parks,natural
24811,archeological site,human-made
24812,mountain,natural
24813,church,human-made
24815,lake,natural
24817,palace,human-made
24818,power plant,human-made
24819,volcano,natural
24820,parks,natural
24821,settlement,human-made
24824,beach,natural
24827,castle / fort,human-made
24828,church,human-made
24829,museum,human-made
24830,castle / fort,human-made
24832,museum,human-made
24833,beach,natural
24834,hindu temple,human-made
24835,church,human-made
24838,archeological site,human-made
24839,palace,human-made
24840,cemetery,human-made
24843,church,human-made
24844,castle / fort,human-made
24848,theatre,human-made
24849,church,human-made
24850,church,human-made
24852,museum,human-made
24854,sports venue,human-made
24856,parks,natural
24860,cemetery,human-made
24861,hotel,human-made
24863,mountain,natural
24864,theatre,human-made
24865,house,human-made
24866,parks,natural
24867,sports venue,human-made
24868,cliff,natural
24872,lake,natural
24873,castle / fort,human-made
24874,bridge,human-made
24875,village,human-made
24878,museum,human-made
24880,castle / fort,human-made
24881,monastery,human-made
24882,church,human-made
24883,church,human-made
24888,beach,natural
24889,market,human-made
24890,bridge,human-made
24891,cemetery,human-made
24892,garden,natural
24895,air transportation,human-made
24898,parks,natural
24899,mountain,natural
24901,synagogue,human-made
24902,mountain,natural
24903,church,human-made
